NOM,GENRE,TELEPHONE,LOCALISATION_ZONE,EST_USER_APP
Carlos Flores,Male,30434951179,Lyngseidet_NO,0
Mei Brown,Male,42611020832,Muonio_FI,0
Noor Miller,Female,71740543954,Kolari_FI,0
Valentina Watanabe,Male,26452187148,Muonio_FI,0
Yuki Sharif,Female,76520602931,Enontekioe_FI,0
Lucia Tanaka,Male,91946456281,Pajala_SE,1
Valentina Rahman,Female,1163586885,Lyngseidet_NO,0
Sara Ramirez,Male,63877304343,Kittilae_FI,0
Ren Khalil,Male,13882967082,Lyngseidet_NO,0
Sora Nakamura,Male,72260866638,Kolari_FI,0
Isabella Rivera,Male,55459181791,Kittilae_FI,0
Sara Haddad,Female,63905463883,Pajala_SE,0
Wei Xu,Female,27660871182,Kolari_FI,0
Layla El-Amin,Male,50380170013,Olderdalen_NO,0
Rami Zhao,Female,64130076762,Muonio_FI,0
Maria Garcia,Male,12906486886,Pajala_SE,1
Maria Flores,Female,6871888040,Muonio_FI,1
Sophia El-Amin,Female,52252061149,Hatteng_NO,1
Mei Tanaka,Male,12660513597,Olderdalen_NO,0
Luis Wu,Female,1388909929,Olderdalen_NO,1
Yara Takahashi,Male,66335002328,Pajala_SE,0
Luis Ito,Female,67793711000,Olderdalen_NO,1
Yuki Aziz,Male,82702303077,Kittilae_FI,0
Mei Khalil,Male,7294306208,Olderdalen_NO,0
Yuki Lin,Female,75373149977,Muonio_FI,1
Hiroshi Xu,Male,78367907208,Muonio_FI,1
Wang Fahmi,Female,46653302091,Kolari_FI,1
Maria Watanabe,Male,22798533528,Muonio_FI,0
Takumi Rivera,Female,52641490931,Kolari_FI,0
Zayn Kato,Male,98832067473,Muonio_FI,0
Ava El-Amin,Female,21732705619,Kittilae_FI,1
Takumi Mendoza,Female,30202961111,Enontekioe_FI,0
Ren Kobayashi,Female,95412559197,Kolari_FI,0
Takumi Xu,Male,2392486541,Lyngseidet_NO,0
Yuki Jones,Male,25729745450,Hatteng_NO,1
Aisha Miller,Female,52859612768,Pajala_SE,0
Hua Lin,Female,59760182706,Muonio_FI,1
Aiko Aziz,Female,52243924328,Olderdalen_NO,0
Diego Lopez,Male,96819583762,Enontekioe_FI,0
Liu Sharif,Male,3932484180,Muonio_FI,1
Elijah Martinez,Male,73896184344,Olderdalen_NO,1
Hua Perez,Male,85386050641,Hatteng_NO,1
Takumi Gao,Female,26571391087,Hatteng_NO,0
Oliver Torres,Female,47389642187,Hatteng_NO,0
Santiago Lin,Female,45709953768,Olderdalen_NO,0
Sophia Rahman,Male,50121017713,Muonio_FI,0
Jose Haddad,Female,60715118414,Hatteng_NO,0
Sara Gao,Male,66453761860,Kittilae_FI,1
Noah Rivera,Male,38553839175,Kolari_FI,0
Diego Ramirez,Male,77679560690,Olderdalen_NO,1
Luis Takahashi,Male,53551583845,Olderdalen_NO,0
Yara Rivera,Female,34280124591,Muonio_FI,0
Sara Mendoza,Male,84906018673,Olderdalen_NO,0
Wei Yamamoto,Female,73107243158,Olderdalen_NO,0
Hassan Ramirez,Male,71837033224,Hatteng_NO,0
Noah Al-Farsi,Male,64227964084,Muonio_FI,0
Luis Nasr,Female,76473698125,Hatteng_NO,1
Oliver Lin,Male,35168234769,Kolari_FI,0
Santiago Rivera,Male,86537829516,Enontekioe_FI,0
Emma Huang,Female,27943896243,Kolari_FI,0
Takumi Kobayashi,Female,71648714160,Enontekioe_FI,0
Zhang Fahmi,Male,46836930688,Hatteng_NO,0
Hiroshi Fahmi,Female,80506517451,Kolari_FI,0
Lucia Takahashi,Female,35390142996,Muonio_FI,1
Elijah Al-Farsi,Male,34940931134,Pajala_SE,1
Luis Sato,Female,75952301572,Hatteng_NO,0
Yara Perez,Male,44146924062,Enontekioe_FI,0
Hiroshi Fahmi,Female,98835316235,Kittilae_FI,1
Zhang Yamamoto,Female,48983260477,Enontekioe_FI,1
Liu Khalil,Female,43952846543,Kittilae_FI,1
Layla Sato,Female,61255041378,Olderdalen_NO,0
Isabella Sharif,Female,94172339490,Kolari_FI,0
Camila Lin,Male,6845537620,Kittilae_FI,1
Wei Sabri,Female,88398467514,Enontekioe_FI,0
Elijah Hernandez,Female,64110748761,Olderdalen_NO,1
Akira Lopez,Male,28827521388,Pajala_SE,0
Omar Al-Farsi,Female,43572919550,Muonio_FI,0
Isabella Al-Farsi,Female,45434335695,Muonio_FI,0
Ren Nasr,Female,99981178639,Muonio_FI,0
Mia Zhou,Male,81275643616,Kittilae_FI,0
Mateo Xu,Male,68996227680,Pajala_SE,0
Liu Flores,Female,92439787932,Kittilae_FI,1
Hua Sharif,Female,93576499411,Kolari_FI,1
Layla Sanchez,Female,21360614254,Kittilae_FI,0
Hua Perez,Female,14807058990,Pajala_SE,0
Yuki Ito,Male,33454581269,Pajala_SE,0
Hassan Nakamura,Female,52416282927,Kolari_FI,0
Aisha Al-Farsi,Female,70360010918,Pajala_SE,1
Elijah Sabri,Female,66156945619,Enontekioe_FI,0
Maria Smith,Female,75809298735,Pajala_SE,0
Haruto Sato,Female,72202559453,Muonio_FI,1
Min Sun,Male,82232248895,Enontekioe_FI,1
Jose Flores,Male,79871924630,Enontekioe_FI,0
Akira Rivera,Female,56426335480,Kolari_FI,0
Min Sanchez,Female,10322306895,Lyngseidet_NO,1
Min Brown,Male,4228544423,Lyngseidet_NO,1
Diego Khalil,Female,91568250062,Pajala_SE,0
Mateo Watanabe,Male,52950659263,Enontekioe_FI,1
Hassan Williams,Male,48567750824,Lyngseidet_NO,0
Ava Gonzalez,Female,79863308192,Lyngseidet_NO,0
Omar Kato,Male,92539991397,Pajala_SE,0
Zhang Nakamura,Male,68600782157,Lyngseidet_NO,0
Maria Torres,Female,19920913349,Kittilae_FI,0
Mia Nasr,Male,22799036726,Olderdalen_NO,0
Hua Tanaka,Male,96165531592,Kolari_FI,0
Emma Watanabe,Female,66522494553,Olderdalen_NO,1
Valentina Gonzalez,Female,88172033736,Pajala_SE,1
Yara Sanchez,Female,47408674848,Muonio_FI,1
Maria Flores,Male,47520877643,Kolari_FI,0
Santiago Smith,Female,77146700490,Pajala_SE,0
Sara Rodriguez,Female,62556416133,Enontekioe_FI,0
Carlos Lin,Male,78359622062,Muonio_FI,0
Maria Nasr,Male,32323017512,Olderdalen_NO,0
Jose Davis,Female,94922262320,Pajala_SE,0
Noah Sato,Male,44606609907,Enontekioe_FI,1
Ren Sato,Female,77630114202,Kolari_FI,0
Oliver Sato,Male,63585270373,Kolari_FI,0
Hiroshi Huang,Male,6744034639,Hatteng_NO,1
Noah Suzuki,Male,40893346920,Enontekioe_FI,0
Liam Sharif,Male,15961093227,Kittilae_FI,1
Wang Zhao,Male,95909421108,Lyngseidet_NO,0
Jing El-Amin,Female,69657702602,Muonio_FI,1
Sora Nakamura,Male,32401820908,Enontekioe_FI,0
Hua Nakamura,Female,74629426839,Hatteng_NO,0
Wei Wu,Male,36968423316,Lyngseidet_NO,0
Emma Martinez,Male,65920277993,Lyngseidet_NO,0
Santiago Davis,Female,74348681649,Pajala_SE,1
Zayn Sanchez,Male,80499685027,Lyngseidet_NO,0
Zhang Jones,Female,91916078982,Kittilae_FI,0
Akira Sanchez,Female,46746382465,Kolari_FI,0
Ren Watanabe,Male,11659629220,Hatteng_NO,1
Oliver Smith,Female,74822640361,Lyngseidet_NO,1
Camila Mendoza,Male,21496947877,Pajala_SE,1
Carlos Flores,Male,36945064932,Kittilae_FI,0
Emma Watanabe,Female,21807456436,Olderdalen_NO,0
Rami Takahashi,Female,27210167220,Kolari_FI,1
Sophia Yamamoto,Male,71790640727,Kolari_FI,1
Li Sanchez,Female,72465945828,Hatteng_NO,0
Diego Rahman,Female,18445601372,Kolari_FI,0
Noah Nasr,Female,81174827518,Lyngseidet_NO,0
Takumi Tanaka,Male,58836226934,Pajala_SE,0
Amir Haddad,Female,52960208842,Kolari_FI,0
Li Williams,Female,64928815228,Kolari_FI,0
Charlotte Lin,Male,69377589814,Olderdalen_NO,1
Zhang Davis,Female,25662664524,Olderdalen_NO,0
Yuki Rivera,Female,4945793783,Muonio_FI,1
Noah Kobayashi,Female,74645522899,Kittilae_FI,0
Hassan Jones,Male,33983200348,Lyngseidet_NO,0
Carlos Al-Farsi,Male,62154835565,Kolari_FI,1
Maria Johnson,Female,20246792746,Enontekioe_FI,0
Sophia Nakamura,Male,24934257371,Kolari_FI,0
Mateo Hernandez,Male,38966901628,Pajala_SE,0
Li Gao,Male,29130377186,Muonio_FI,0
Emma Sharif,Female,94271780037,Kittilae_FI,0
Charlotte Lopez,Male,54699427142,Enontekioe_FI,1
Noah Ramirez,Female,99622665260,Muonio_FI,0
Takumi El-Amin,Female,24129629997,Hatteng_NO,0
Aisha Sabri,Male,76958692803,Kittilae_FI,1
Rami Chen,Female,68547425802,Kolari_FI,0
Min Miller,Female,75106322131,Kolari_FI,1
Wang Sanchez,Female,77157731612,Kittilae_FI,0
Chen Sabri,Female,1137649475,Kolari_FI,1
Tao Khalil,Female,81780828833,Lyngseidet_NO,0
Ren Sabri,Male,90884244474,Kittilae_FI,0
Tao Johnson,Female,98946546625,Muonio_FI,0
Haruto Kobayashi,Female,4693661586,Kittilae_FI,0
Isabella Jones,Female,85189720971,Enontekioe_FI,0
Akira Jones,Female,3597837279,Kolari_FI,0
Mei Rahman,Male,69419710714,Lyngseidet_NO,0
Ren Torres,Male,27526633306,Lyngseidet_NO,0
Charlotte Torres,Male,44472809634,Hatteng_NO,1
Isabella Yamamoto,Male,67541321815,Muonio_FI,1
Mia Sharif,Female,65151096112,Olderdalen_NO,0
Yuki Martinez,Male,92884383261,Olderdalen_NO,1
Hiroshi Sanchez,Female,76469872153,Kittilae_FI,0
Wei Wu,Female,3466994940,Hatteng_NO,0
Layla Huang,Female,16518078272,Pajala_SE,0
Omar Tanaka,Female,42200456895,Kittilae_FI,1
Santiago Xu,Female,6134421070,Hatteng_NO,0
Min Zhao,Female,33463962298,Muonio_FI,0
Carlos Torres,Male,87329170380,Muonio_FI,0
Wang Khalil,Female,77203402947,Muonio_FI,0
Noah Miller,Male,33446755743,Muonio_FI,0
Maria Lin,Female,52502784317,Muonio_FI,0
Aisha Hernandez,Female,73814336169,Hatteng_NO,1
Hiroshi Williams,Female,62357617228,Hatteng_NO,0
Jose Mendoza,Male,77716839335,Lyngseidet_NO,1
Wei Lin,Female,6855611708,Enontekioe_FI,0
Jing Flores,Female,4122888829,Olderdalen_NO,1
Sophia Chen,Female,22711652990,Kolari_FI,1
Rami Garcia,Female,15276600989,Muonio_FI,0
Wei Smith,Female,5104050312,Pajala_SE,0
Jose He,Male,77244004806,Kolari_FI,1
Jing Torres,Female,16261127675,Hatteng_NO,0
Camila Sanchez,Female,27848657243,Pajala_SE,0
Mia Martinez,Male,4185149222,Pajala_SE,0
Isabella Wu,Male,78214117741,Pajala_SE,0
Mei Mendoza,Male,57924455359,Lyngseidet_NO,0
Noor Lopez,Female,12252891299,Hatteng_NO,0
Nao Mendoza,Male,80194690801,Pajala_SE,0
Camila Suzuki,Male,62329260061,Muonio_FI,0
Valentina Johnson,Male,88899994035,Kittilae_FI,0
Emma Zhao,Female,61607121336,Pajala_SE,0
Akira Ramirez,Male,97120947881,Lyngseidet_NO,0
Lucia Flores,Male,41729509936,Kolari_FI,1
Carlos Hernandez,Female,43930716236,Hatteng_NO,0
Maria Sanchez,Female,91739203068,Enontekioe_FI,0
Ava Lin,Male,20127547063,Lyngseidet_NO,0
Aiko Flores,Male,36434114721,Pajala_SE,0
Omar Rahman,Female,67717185075,Hatteng_NO,1
Wang El-Amin,Male,45272506025,Kittilae_FI,0
Charlotte Ito,Male,22916131363,Pajala_SE,0
Santiago Khalil,Male,84222927848,Lyngseidet_NO,0
Luis Hernandez,Male,84544758909,Olderdalen_NO,0
Aiko Takahashi,Female,41744331875,Muonio_FI,0
Isabella Smith,Male,1359940541,Enontekioe_FI,0
Tao Williams,Female,7560933865,Kolari_FI,0
Jing Williams,Male,91731347135,Lyngseidet_NO,0
Camila He,Male,60486942646,Hatteng_NO,0
Aisha Sun,Female,71316473698,Enontekioe_FI,0
Min Garcia,Female,4953639290,Enontekioe_FI,1
Layla Rivera,Female,24326958190,Enontekioe_FI,0
Yara Miller,Female,29972580614,Pajala_SE,0
Min Chen,Female,30996425474,Muonio_FI,0
Diego Sun,Female,74592950308,Pajala_SE,0
Jing He,Male,73712522558,Hatteng_NO,0
Emma Ito,Male,15443315154,Pajala_SE,0
Mei Huang,Female,79684644139,Olderdalen_NO,0
Aisha Perez,Male,14778032345,Muonio_FI,1
Zhang Kobayashi,Female,61750469955,Muonio_FI,0
Yuki Khalil,Female,68585495607,Hatteng_NO,0
Oliver Mendoza,Male,98526947413,Kolari_FI,0
Tao Lin,Female,20242613743,Olderdalen_NO,0
Lucia Ramirez,Male,24906546448,Lyngseidet_NO,0
Layla Sabri,Female,56528265851,Pajala_SE,0
Oliver Johnson,Male,34983209322,Kittilae_FI,0
Li Hernandez,Male,31857738740,Pajala_SE,0
Mateo Al-Farsi,Female,4827356379,Enontekioe_FI,1
Sara Williams,Female,20315885574,Pajala_SE,0
Akira Lin,Female,48440046802,Lyngseidet_NO,0
Diego Lin,Female,22179864101,Pajala_SE,0
Rami Zhao,Male,25942171167,Olderdalen_NO,1
Noah Davis,Female,56866573509,Olderdalen_NO,0
Noor Sato,Female,98707904197,Muonio_FI,0
Liam Nasr,Female,86524099643,Hatteng_NO,1
Layla Suzuki,Male,27918855110,Kolari_FI,0
Haruto Sun,Female,91444674657,Kittilae_FI,1
Emma Ito,Male,31759457527,Enontekioe_FI,0
Mei Sanchez,Male,2869756754,Pajala_SE,0
Hua Yamamoto,Female,33138139385,Pajala_SE,0
Omar Garcia,Male,18299340322,Lyngseidet_NO,0
Valentina Rahman,Male,98159833188,Hatteng_NO,0
Diego Tanaka,Female,66101424180,Olderdalen_NO,0
Haruto Davis,Female,21395220306,Kittilae_FI,0
Lucia Sanchez,Male,95141421258,Muonio_FI,1
Akira Torres,Female,94984669404,Olderdalen_NO,1
Charlotte Al-Farsi,Male,49220881878,Enontekioe_FI,0
Luis Brown,Female,17998356940,Hatteng_NO,0
Tao Johnson,Male,99157079407,Enontekioe_FI,0
Aisha Tanaka,Male,99307471111,Kolari_FI,0
Lucia Jones,Male,13783771142,Muonio_FI,0
Ava El-Amin,Female,46182165631,Kolari_FI,1
Jose Nasr,Male,36394982305,Lyngseidet_NO,0
Yara Perez,Male,60953543265,Enontekioe_FI,0
Min Garcia,Male,58691763069,Lyngseidet_NO,0
Amir Nasr,Male,72995432982,Pajala_SE,0
Isabella Yamamoto,Male,9696081867,Kolari_FI,0
Noor Khalil,Female,91641803750,Hatteng_NO,0
Liu Gao,Male,63797313530,Enontekioe_FI,1
Zhang Kobayashi,Male,21855763826,Kittilae_FI,0
Camila Sanchez,Male,15222541881,Muonio_FI,0
Santiago Zhou,Male,76235972192,Olderdalen_NO,0
Ren Torres,Female,49225227974,Hatteng_NO,0
Emma Zhou,Female,78681968389,Hatteng_NO,0
Ava Hernandez,Female,73426487550,Lyngseidet_NO,0
Layla Zhou,Female,31603404194,Kolari_FI,0
Charlotte Ito,Female,35712926767,Enontekioe_FI,0
Yuki Xu,Male,45933967953,Enontekioe_FI,0
Wei Hernandez,Female,96448651717,Pajala_SE,1
Nao Johnson,Female,40770648952,Pajala_SE,0
Noah Sun,Male,12293566806,Muonio_FI,0
Jing Torres,Female,40486002353,Lyngseidet_NO,0
Zayn Johnson,Female,88730067960,Hatteng_NO,1
Hassan Flores,Female,6984256276,Enontekioe_FI,0
Camila Sanchez,Male,93867937684,Kittilae_FI,1
Hua Ito,Male,58439878909,Lyngseidet_NO,0
Mei Kobayashi,Female,89280444050,Muonio_FI,0
Sophia Aziz,Male,38172633266,Muonio_FI,0
Valentina Chen,Female,71565384932,Lyngseidet_NO,0
Hua Nakamura,Male,8837555445,Muonio_FI,0
Maria Torres,Male,59840356199,Lyngseidet_NO,0
Mateo Ramirez,Female,69756930609,Olderdalen_NO,0
Charlotte Jones,Male,40599127350,Lyngseidet_NO,1
Mei Smith,Male,67585249537,Kolari_FI,0
Emma Garcia,Female,34190466370,Lyngseidet_NO,0
Yuki Al-Farsi,Male,45761848960,Muonio_FI,0
Nao Haddad,Female,84254561072,Enontekioe_FI,1
Ava Sanchez,Male,63164139714,Kolari_FI,0
Noor Smith,Male,63770582471,Muonio_FI,1
Amir Garcia,Male,17647988700,Pajala_SE,0
Tao Torres,Female,30552825265,Pajala_SE,0
Layla Williams,Female,10871603673,Enontekioe_FI,0
Emma Zhou,Female,67951244716,Enontekioe_FI,0
Camila Lopez,Female,77700650713,Kolari_FI,0
Oliver Sanchez,Male,83815227197,Olderdalen_NO,0
Wang Chen,Female,34451047489,Enontekioe_FI,0
Lucia Kato,Male,55323138576,Pajala_SE,1
Hiroshi Rahman,Male,35606338663,Lyngseidet_NO,0
Layla Fahmi,Female,91719731259,Muonio_FI,0
Jose Smith,Female,28958994482,Pajala_SE,0
Haruto Sabri,Female,39513310560,Pajala_SE,0
Jose Hernandez,Male,28538829566,Olderdalen_NO,0
Wei Jones,Female,42439844314,Kolari_FI,0
Min Fahmi,Female,56306987394,Kolari_FI,0
Emma Johnson,Female,37524122904,Hatteng_NO,0
Oliver Torres,Female,20439309495,Olderdalen_NO,0
Mateo He,Male,43739332477,Lyngseidet_NO,0
Min Yamamoto,Male,60461758967,Kolari_FI,0
Hassan Gonzalez,Male,40385347726,Muonio_FI,0
Santiago Sabri,Female,80115342028,Enontekioe_FI,1
Zhang Davis,Male,46630984942,Olderdalen_NO,1
Nao Khalil,Male,38857632660,Enontekioe_FI,0
Noor Huang,Male,29729813232,Pajala_SE,0
Ren Tanaka,Female,74763307637,Muonio_FI,0
Isabella Sato,Male,92989548521,Muonio_FI,0
Santiago Perez,Male,11932682558,Pajala_SE,0
Layla Rivera,Male,52626329457,Olderdalen_NO,0
Zayn Lopez,Male,59331419351,Pajala_SE,1
Jose Sun,Female,2849129516,Enontekioe_FI,1
Aiko Sharif,Male,62862440165,Hatteng_NO,0
Rami Sun,Female,74574209555,Muonio_FI,0
Valentina Torres,Male,44824524200,Kittilae_FI,0
Layla Johnson,Male,39881728762,Kittilae_FI,0
Sophia Watanabe,Male,83596094534,Enontekioe_FI,1
Tao Davis,Male,36616859307,Lyngseidet_NO,0
Akira Haddad,Female,47204906242,Kolari_FI,0
Hua Smith,Female,66613844000,Pajala_SE,0
Santiago Lopez,Female,12495132227,Pajala_SE,0
Omar Davis,Female,52429364088,Lyngseidet_NO,0
Santiago Rivera,Female,57905658918,Lyngseidet_NO,0
Diego Gonzalez,Male,44489378457,Enontekioe_FI,1
Li Takahashi,Male,91249893197,Enontekioe_FI,1
Zayn Sharif,Female,9677058980,Lyngseidet_NO,0
Noah Smith,Female,39796681283,Muonio_FI,0
Li Williams,Female,90292294251,Enontekioe_FI,0
Aisha Torres,Female,51548866893,Hatteng_NO,0
Jose Lin,Female,29798172278,Enontekioe_FI,0
Layla Rivera,Male,77497402033,Pajala_SE,0
Liu Gonzalez,Female,13153354156,Enontekioe_FI,0
Charlotte Tanaka,Female,89132810569,Muonio_FI,1
Aisha Johnson,Female,94578120219,Lyngseidet_NO,0
Elijah Hernandez,Female,12936724412,Pajala_SE,0
Lucia Zhao,Female,96563306429,Enontekioe_FI,0
Hiroshi Lopez,Female,14101147983,Muonio_FI,0
Carlos Martinez,Male,42397009790,Hatteng_NO,0
Noor Huang,Male,12136140710,Enontekioe_FI,0
Nao Zhou,Female,75678027057,Muonio_FI,0
Liam Watanabe,Female,16101594357,Hatteng_NO,0
Isabella Ramirez,Female,14740803867,Lyngseidet_NO,1
Maria Sabri,Male,68390888458,Enontekioe_FI,0
Aiko Martinez,Female,21154593262,Hatteng_NO,0
Haruto Huang,Male,95103060215,Pajala_SE,0
Ren Jones,Male,55511281319,Lyngseidet_NO,1
Noor Nasr,Female,99470399619,Pajala_SE,0
Emma Sharif,Female,13642773028,Kittilae_FI,0
Zayn Sharif,Female,45428495827,Olderdalen_NO,0
Aiko Martinez,Female,79149777858,Enontekioe_FI,1
Omar Haddad,Male,63888027866,Hatteng_NO,0
Zayn Suzuki,Female,34883858457,Olderdalen_NO,1
Ren Sabri,Male,68811816515,Olderdalen_NO,0
Rami Davis,Female,7181590222,Hatteng_NO,1
Luis Xu,Female,51881898699,Lyngseidet_NO,0
Mateo Lopez,Male,70556917041,Enontekioe_FI,1
Zhang Sato,Female,65766695139,Kittilae_FI,0
Chen Jones,Female,39618397505,Pajala_SE,0
Santiago Lopez,Male,59656256270,Muonio_FI,0
Charlotte Kobayashi,Female,7289405060,Pajala_SE,1
Maria Garcia,Female,33169299304,Muonio_FI,0
Tao Yamamoto,Female,76972341448,Pajala_SE,0
Camila Xu,Female,5152600087,Hatteng_NO,1
Hua Lopez,Female,1938349911,Kittilae_FI,0
Diego Hernandez,Female,1780627924,Enontekioe_FI,0
Yuki Takahashi,Male,84445385239,Muonio_FI,1
Mei Fahmi,Female,35159598293,Enontekioe_FI,0
Diego Al-Farsi,Male,64634007561,Enontekioe_FI,0
Luis Yamamoto,Female,73507298936,Enontekioe_FI,0
Liu Zhou,Male,61124675672,Kolari_FI,0
Luis Lin,Male,95378746997,Lyngseidet_NO,0
Ren Johnson,Female,28524340578,Pajala_SE,0
Diego Suzuki,Male,83147477377,Enontekioe_FI,0
Wei Johnson,Female,3193214691,Pajala_SE,1
Emma Zhou,Female,17398150472,Enontekioe_FI,0
Omar Mendoza,Male,88535097746,Muonio_FI,1
Aisha Martinez,Female,58955868759,Lyngseidet_NO,0
Nao Lin,Male,95405960907,Lyngseidet_NO,0
Oliver Miller,Male,25155225378,Hatteng_NO,0
Emma Rodriguez,Male,31863786990,Kolari_FI,0
Amir Kobayashi,Female,93787321371,Hatteng_NO,1
Takumi Suzuki,Female,22975570347,Hatteng_NO,1
Zayn Huang,Female,44365880619,Hatteng_NO,0
Takumi El-Amin,Female,9324345044,Hatteng_NO,0
Ava Kobayashi,Female,87746888177,Hatteng_NO,0
Maria He,Male,39264749783,Kittilae_FI,0
Camila Haddad,Female,33164917056,Lyngseidet_NO,0
Omar Gao,Female,1837524548,Hatteng_NO,0
Diego Sharif,Female,11338739212,Enontekioe_FI,0
Hiroshi Nasr,Male,89462687497,Lyngseidet_NO,1
Akira Perez,Male,36724603117,Lyngseidet_NO,0
Amir Zhou,Male,13921071710,Olderdalen_NO,0
Mei Huang,Female,45557701038,Kittilae_FI,1
Wang Nakamura,Female,86621538174,Hatteng_NO,0
Emma Ito,Male,35181848788,Pajala_SE,1
Sara El-Amin,Male,82594622633,Muonio_FI,0
Hua Hernandez,Male,15130954977,Kolari_FI,1
Luis Williams,Male,95568699479,Enontekioe_FI,0
Noor Fahmi,Female,16337600491,Pajala_SE,0
Carlos Sabri,Female,69340801324,Kittilae_FI,0
Sora Chen,Female,50500770441,Muonio_FI,0
Hassan Zhou,Female,60429738348,Kittilae_FI,0
Lucia Sanchez,Female,82143184515,Enontekioe_FI,1
Luis Sabri,Male,17567020814,Lyngseidet_NO,0
Aisha Chen,Male,16886958836,Muonio_FI,0
Omar Zhao,Male,22256446268,Lyngseidet_NO,0
Sora He,Female,39577956340,Enontekioe_FI,0
Noor Rahman,Male,90748411310,Pajala_SE,0
Yara Zhao,Female,11164742316,Enontekioe_FI,0
Wang Tanaka,Female,92880791408,Pajala_SE,1
Ava Miller,Female,93613398903,Muonio_FI,0
Omar Rahman,Female,48117345112,Muonio_FI,0
Mia Wu,Female,88200159911,Hatteng_NO,0
Amir Sun,Female,2309626188,Kittilae_FI,0
Luis Williams,Female,13513791417,Hatteng_NO,0
Nao Xu,Female,62940997410,Kittilae_FI,0
Nao Wu,Female,60337256424,Hatteng_NO,0
Sora Zhou,Male,83488140008,Lyngseidet_NO,0
Yuki Al-Farsi,Female,59238234458,Muonio_FI,0
Mei Huang,Female,14897203492,Pajala_SE,1
Mei Nasr,Male,18700860204,Kittilae_FI,1
Jing Chen,Female,58781385284,Enontekioe_FI,0
Tao Sabri,Male,22721685959,Kittilae_FI,0
Charlotte Wu,Female,56865816216,Pajala_SE,0
Haruto Fahmi,Female,7321521488,Hatteng_NO,0
Diego Tanaka,Female,23855579598,Kittilae_FI,0
Isabella Sun,Female,27132267957,Kolari_FI,0
Liu Huang,Male,67239885127,Lyngseidet_NO,1
Emma Brown,Female,21411283447,Muonio_FI,0
Noor Brown,Male,66533001196,Pajala_SE,0
Jing Lin,Male,69723048140,Muonio_FI,0
Akira Zhou,Male,37447105521,Kolari_FI,1
Zayn Zhao,Male,12590967566,Kittilae_FI,1
Ava Huang,Female,40263372082,Kittilae_FI,0
Diego Watanabe,Male,58482718977,Enontekioe_FI,0
Mia Xu,Female,49622966695,Kolari_FI,1
Mateo Kobayashi,Female,64364491577,Pajala_SE,0
